,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-04,69.037148,69.673996,68.938591,69.507202,46.17836,5791993
1,2016-01-05,69.552689,69.848373,69.067474,69.63608599999999,46.263977000000004,3760469
2,2016-01-06,68.824867,69.30250500000001,68.286583,68.824867,45.72504,4858405
3,2016-01-07,67.69522099999999,68.233513,66.838516,67.05838,44.551441,5949086
4,2016-01-08,67.247917,67.99090600000001,66.937073,67.096283,44.57663,4415484
5,2016-01-11,67.361641,67.55117800000001,66.421532,67.05838,44.551441,4395304
6,2016-01-12,67.952995,67.952995,66.262321,67.13419300000001,44.601818,3822066
7,2016-01-13,67.604248,67.634575,65.49659,65.595146,43.579315,3924816
8,2016-01-14,65.633057,66.56558199999999,65.056862,66.194084,43.977222,4063839
9,2016-01-15,65.15541800000001,65.511749,64.495827,64.586807,42.909409000000004,6418386
10,2016-01-19,65.466263,65.663383,64.177406,64.90522800000001,43.120948999999996,4429993
11,2016-01-20,64.03335600000001,64.93555500000001,63.305533999999994,64.442757,42.813694,6241904
12,2016-01-21,64.13192,64.495827,63.570889,64.010612,42.526596000000005,5075116
13,2016-01-22,64.859741,64.981049,64.230476,64.708115,42.990002000000004,4687198
14,2016-01-25,64.723274,64.93555500000001,63.866566000000006,63.972706,42.501415,4108817
15,2016-01-26,62.843063,64.404854,61.599697,64.20015,42.652527,8640637
16,2016-01-27,64.20015,64.87490799999999,63.419258,63.874145999999996,42.435936,6406911
17,2016-01-28,64.27597,64.50341,63.684608,64.040939,42.546741,4709226
18,2016-01-29,64.473083,65.74678,64.063683,65.69371,43.644787,5972036
19,2016-02-01,65.51933299999999,65.610313,64.677788,65.170586,43.297249,3599287
20,2016-02-02,64.329041,64.55648000000001,63.714935,63.965126,42.49638,3550748
21,2016-02-03,64.533737,64.799088,63.229717,64.473083,42.833855,3245136
22,2016-02-04,64.336617,65.731613,64.298714,65.542076,43.544059999999995,4046033
23,2016-02-05,65.223656,65.466263,64.18499,64.473083,42.833855,3988524
24,2016-02-08,64.086426,64.329041,62.8279,63.790752000000005,42.380534999999995,5931807
25,2016-02-09,63.131161,65.147842,62.964367,64.586807,42.909409000000004,3399723
26,2016-02-10,64.988625,65.830177,64.465508,64.601974,42.919487,2858669
27,2016-02-11,63.38893100000001,64.169823,62.820316000000005,63.373768000000005,42.1035,3769438
28,2016-02-12,63.957542000000004,64.412437,63.510234999999994,64.382111,42.773410999999996,3396953
29,2016-02-16,65.337379,65.79985,65.056862,65.57240300000001,43.564205,3781177
30,2016-02-17,65.989388,66.300224,65.686127,66.01213100000001,43.856342,3414100
31,2016-02-18,65.663383,66.103111,65.564819,65.70886999999999,43.654865,2278177
32,2016-02-19,65.633057,65.951477,65.223656,65.69371,43.644787,3464617
33,2016-02-22,66.338135,66.777863,66.224411,66.527672,44.198853,3003495
34,2016-02-23,66.209251,66.633812,65.784683,66.20166800000001,43.982269,2403350
35,2016-02-24,65.837753,66.35329399999999,65.44351999999999,66.110687,43.921828999999995,3622370
36,2016-02-25,66.110687,66.929489,65.89840699999999,66.91433,44.455738000000004,2802611
37,2016-02-26,67.13419300000001,67.680061,66.94465600000001,67.528435,44.863716,4099980
38,2016-02-29,67.369217,68.14253199999999,67.187263,67.680061,44.964478,5795027
39,2016-03-01,68.134949,68.824867,67.96057900000001,68.6884,45.634369,5182219
40,2016-03-02,68.514023,69.431389,68.339653,68.605003,45.578967999999996,4417859
41,2016-03-03,68.885521,69.097801,68.43821,68.862778,45.750229,3466992
42,2016-03-04,68.97649399999999,69.363152,68.42305,68.77179699999999,45.689774,4546989
43,2016-03-07,68.407883,68.642914,68.157692,68.41546600000001,45.453064000000005,4424849
44,2016-03-08,68.12737299999999,68.271416,67.316147,67.437454,44.80328,3980083
45,2016-03-09,67.801369,67.808945,66.94465600000001,67.07354000000001,44.561504,3470289
46,2016-03-10,67.604248,67.90750899999999,66.959816,67.634575,44.934246,3715491
47,2016-03-11,68.36239599999999,68.908264,68.09704599999999,68.695984,45.639408,3780386
48,2016-03-14,68.658073,69.59818299999999,68.271416,69.355576,46.077606,3652971
49,2016-03-15,69.173615,69.871117,69.067474,69.529945,46.193474,3547846
50,2016-03-16,69.484459,69.529945,68.870354,69.211525,45.981918,3119039
51,2016-03-17,69.294922,71.137222,69.173615,70.924942,47.120262,5688451
52,2016-03-18,71.281273,72.244125,70.917358,72.244125,47.996677000000005,9667083
53,2016-03-21,72.024261,72.22895799999999,71.50872,71.918121,47.780094,2905493
54,2016-03-22,71.114479,72.145561,71.000755,71.971191,47.896159999999995,3530040
55,2016-03-23,71.993935,72.024261,71.569374,71.90295400000001,47.850722999999995,2558464
56,2016-03-24,71.58453399999999,71.90295400000001,71.357086,71.85746800000001,47.820465000000006,3940513
57,2016-03-28,71.842308,72.206215,71.660347,72.00909399999999,47.921371,2663589
58,2016-03-29,71.978775,72.388176,71.569374,72.22138199999999,48.062634,2668469
59,2016-03-30,72.501892,72.699013,71.978775,72.047005,47.946594,3205434
60,2016-03-31,72.145561,72.175888,71.751328,71.918121,47.860825,2853261
61,2016-04-01,71.531464,72.623199,71.084152,72.501892,48.249302,2659764
