Date,High,Low,Open,Close,Volume,Adj Close,Name
2018-01-02,170.3000030517578,167.99000549316406,169.74000549316406,168.1199951171875,941800.0,163.37466430664062,SPGI
2018-01-03,171.19000244140625,167.9499969482422,168.25999450683594,170.82000732421875,808400.0,165.99850463867188,SPGI
2018-01-04,174.00999450683594,171.2899932861328,171.3000030517578,173.3800048828125,727400.0,168.48622131347656,SPGI
2018-01-05,175.7899932861328,173.5800018310547,173.5800018310547,175.6999969482422,688300.0,170.74075317382812,SPGI
2018-01-08,177.44000244140625,175.1300048828125,175.52000427246094,177.17999267578125,948300.0,172.178955078125,SPGI
2018-01-09,178.5,176.52999877929688,177.3300018310547,177.24000549316406,906200.0,172.23727416992188,SPGI
2018-01-10,178.0399932861328,175.00999450683594,177.3699951171875,175.61000061035156,935700.0,170.65328979492188,SPGI
2018-01-11,176.49000549316406,174.47999572753906,175.9499969482422,176.39999389648438,714100.0,171.4209747314453,SPGI
2018-01-12,177.94000244140625,175.9600067138672,176.97000122070312,177.63999938964844,711200.0,172.62596130371094,SPGI
2018-01-16,178.6199951171875,175.0800018310547,178.11000061035156,175.8300018310547,840800.0,170.8670654296875,SPGI
2018-01-17,177.30999755859375,174.9499969482422,176.77999877929688,176.7899932861328,1044300.0,171.79995727539062,SPGI
2018-01-18,179.6699981689453,176.4499969482422,176.4499969482422,178.63999938964844,1109500.0,173.59776306152344,SPGI
2018-01-19,182.24000549316406,178.22999572753906,179.89999389648438,181.13999938964844,1088300.0,176.0271453857422,SPGI
2018-01-22,182.1699981689453,179.77999877929688,181.27999877929688,182.14999389648438,873400.0,177.00868225097656,SPGI
2018-01-23,183.6699981689453,181.1699981689453,182.22999572753906,182.92999267578125,776100.0,177.76666259765625,SPGI
2018-01-24,184.5,181.94000244140625,183.16000366210938,183.11000061035156,791200.0,177.9416046142578,SPGI
2018-01-25,184.77000427246094,181.60000610351562,183.6300048828125,181.88999938964844,748600.0,176.75601196289062,SPGI
2018-01-26,184.2100067138672,181.60000610351562,182.80999755859375,183.8000030517578,1091200.0,178.6121063232422,SPGI
2018-01-29,185.33999633789062,180.92999267578125,183.8000030517578,181.0399932861328,1065600.0,175.9300079345703,SPGI
2018-01-30,182.58999633789062,180.0,180.7899932861328,180.33999633789062,1219600.0,175.249755859375,SPGI
2018-01-31,182.4499969482422,180.7100067138672,180.8300018310547,181.10000610351562,1243700.0,175.9883270263672,SPGI
2018-02-01,182.97999572753906,179.4199981689453,180.39999389648438,182.0,1102100.0,176.86289978027344,SPGI
2018-02-02,181.86000061035156,177.30999755859375,181.5500030517578,177.3300018310547,1118800.0,172.32473754882812,SPGI
2018-02-05,178.4199981689453,164.99000549316406,177.0399932861328,166.36000061035156,2508200.0,161.66433715820312,SPGI
2018-02-06,181.0,165.94000244140625,165.9499969482422,179.9600067138672,5582500.0,174.8804931640625,SPGI
2018-02-07,185.3800048828125,175.02000427246094,179.7899932861328,182.69000244140625,2405800.0,177.533447265625,SPGI
2018-02-08,185.1699981689453,173.14999389648438,182.8000030517578,173.30999755859375,2651000.0,168.418212890625,SPGI
2018-02-09,178.86000061035156,170.0500030517578,175.0,177.5,2387000.0,172.4899444580078,SPGI
2018-02-12,183.3800048828125,178.13999938964844,180.0,180.36000061035156,1723900.0,175.2692108154297,SPGI
2018-02-13,182.4199981689453,179.39999389648438,179.39999389648438,181.94000244140625,1498600.0,176.8046112060547,SPGI
2018-02-14,186.38999938964844,179.97999572753906,181.1999969482422,186.02999877929688,1567500.0,180.77915954589844,SPGI
2018-02-15,189.24000549316406,184.7100067138672,187.3000030517578,188.9199981689453,1529700.0,183.5875701904297,SPGI
