,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-01,40.060001,40.950001,33.689999,34.139998999999996,28.442207,15674900.0
1,2016-01-08,34.400002,35.099998,31.17,32.619999,27.175882,21155100.0
2,2016-01-15,31.629998999999998,32.459998999999996,26.1,30.27,25.218088,25371000.0
3,2016-01-22,31.110001,32.029999,28.0,30.33,25.268072,22061600.0
4,2016-01-29,30.379998999999998,30.85,28.209999,30.59,25.484678,22699500.0
5,2016-02-05,30.34,30.68,26.290001,29.040001,24.193363,22104500.0
6,2016-02-12,29.809998999999998,34.490002000000004,28.98,34.369999,28.938757,25554000.0
7,2016-02-19,34.189999,34.189999,30.040001,33.16,27.919961999999998,23389000.0
8,2016-02-26,33.529999,37.720001,33.529999,36.189999,30.471148,24233300.0
9,2016-03-04,36.43,37.080002,32.889998999999996,33.639998999999996,28.324109999999997,22618200.0
10,2016-03-11,34.610001000000004,36.639998999999996,32.830002,35.049999,29.511305,19650000.0
11,2016-03-18,35.25,35.93,31.450001,31.940001000000002,26.892757,16486600.0
12,2016-03-25,31.48,32.400002,30.77,31.34,26.387562,13381200.0
13,2016-04-01,30.870001000000002,32.32,28.700001,29.190001000000002,24.577312,21252100.0
14,2016-04-08,29.559998999999998,31.459999,29.51,30.59,25.756081,18177800.0
15,2016-04-15,30.440001000000002,35.84,30.1,34.240002000000004,28.829302000000002,20821000.0
16,2016-04-22,34.490002000000004,35.169998,32.490002000000004,34.32,28.896656,14791300.0
17,2016-04-29,34.130001,34.560001,30.030001000000002,30.790001,25.924475,21334100.0
18,2016-05-06,30.49,31.76,27.58,27.85,23.449064,19836100.0
19,2016-05-13,27.92,29.74,27.15,28.74,24.438807,18720100.0
20,2016-05-20,28.799999,30.76,27.379998999999998,28.959999,24.625882999999998,39017300.0
21,2016-05-27,28.9,29.360001,27.0,27.98,23.792548999999998,23258400.0
22,2016-06-03,27.93,32.419998,27.610001,29.790001,25.331665,26744000.0
23,2016-06-10,29.4,30.07,26.549999,27.59,23.460915,21318300.0
24,2016-06-17,27.65,29.25,26.83,27.639999,23.503431,23342200.0
25,2016-06-24,26.540001,26.620001000000002,23.15,24.1,20.493221,35564600.0
26,2016-07-01,23.92,24.42,22.75,23.5,19.983013,16377300.0
27,2016-07-08,24.15,28.32,23.85,27.870001000000002,23.699013,24208000.0
28,2016-07-15,27.99,28.02,26.190001000000002,26.290001,22.355473,20549000.0
29,2016-07-22,26.190001000000002,26.41,24.35,24.66,20.969414,20713400.0
30,2016-07-29,24.549999,25.15,20.77,21.43,18.222815,41511900.0
31,2016-08-05,21.280001000000002,23.370001000000002,21.049999,22.26,18.928595,36830800.0
32,2016-08-12,22.219998999999998,23.969998999999998,21.99,22.74,19.609489,31340300.0
33,2016-08-19,22.540001,25.549999,22.33,24.23,20.894369,27875800.0
34,2016-08-26,24.559998999999998,26.75,23.879998999999998,25.6,22.075771,37019800.0
35,2016-09-02,25.83,26.469998999999998,25.280001000000002,25.959999,22.386208,16169700.0
