,Date,Open,High,Low,Close,Adj Close,Volume
0,2016-01-01,121.599998,123.690002,119.93,120.309998,104.10588100000001,4497100.0
1,2016-01-08,120.639999,122.18,118.800003,120.300003,104.097229,4648500.0
2,2016-01-15,118.980003,120.349998,117.360001,119.260002,103.197304,4199300.0
3,2016-01-22,120.379997,127.620003,119.959999,126.290001,109.280441,4613600.0
4,2016-01-29,127.059998,130.0,125.099998,125.93,108.968933,4670800.0
5,2016-02-05,126.160004,128.929993,123.18,126.150002,109.15930900000001,4310500.0
6,2016-02-12,127.510002,129.720001,125.739998,127.529999,110.937096,4678600.0
7,2016-02-19,126.57,129.830002,121.790001,129.570007,112.7117,7262700.0
8,2016-02-26,129.820007,130.0,125.459999,128.309998,111.61559299999999,3782600.0
9,2016-03-04,127.790001,128.770004,125.660004,128.490005,111.772186,5099300.0
10,2016-03-11,128.91000400000001,130.490005,127.510002,129.91000400000001,113.007446,3610200.0
11,2016-03-18,129.970001,129.970001,126.839996,128.71000700000002,111.96356999999999,3871800.0
12,2016-03-25,128.770004,130.610001,128.699997,129.83999599999999,112.946533,3000500.0
13,2016-04-01,129.119995,132.639999,125.139999,127.720001,111.10237099999999,7071700.0
14,2016-04-08,127.910004,128.91000400000001,126.620003,127.400002,110.82399,3691200.0
15,2016-04-15,127.550003,130.479996,124.269997,124.58000200000001,108.370903,4226900.0
16,2016-04-22,124.720001,128.889999,124.32,127.779999,111.154587,3268200.0
17,2016-04-29,127.309998,129.46000700000002,125.790001,128.380005,111.67651399999998,3456500.0
18,2016-05-06,128.369995,131.78999299999998,127.339996,131.509995,114.399239,3605300.0
19,2016-05-13,130.949997,131.75,125.66999799999999,127.08000200000001,111.11277,2990100.0
20,2016-05-20,127.739998,129.770004,126.099998,129.470001,113.20246100000001,2482400.0
21,2016-05-27,129.300003,130.399994,128.300003,130.399994,114.015602,2224900.0
22,2016-06-03,130.509995,143.820007,130.190002,143.229996,125.23355900000001,6824900.0
23,2016-06-10,142.360001,145.830002,142.360001,145.399994,127.13091299999999,7860900.0
24,2016-06-17,145.509995,147.41000400000001,143.720001,146.559998,128.145142,5556800.0
25,2016-06-24,144.009995,152.600006,143.779999,152.41000400000001,133.260147,6375900.0
26,2016-07-01,152.740005,154.71000700000002,151.389999,153.21000700000002,133.95961,4068200.0
27,2016-07-08,153.53999299999998,154.479996,150.880005,151.5,132.464447,5272400.0
28,2016-07-15,151.979996,153.479996,151.369995,152.740005,133.54866,3441900.0
29,2016-07-22,152.669998,154.970001,150.25,152.350006,133.207672,4432100.0
30,2016-07-29,152.309998,156.330002,151.990005,156.199997,136.573914,4559900.0
31,2016-08-05,156.639999,157.309998,152.100006,152.860001,133.653564,4275300.0
32,2016-08-12,153.009995,154.770004,150.830002,154.369995,135.634888,4404000.0
33,2016-08-19,154.119995,156.229996,140.33999599999999,140.990005,123.87876100000001,11702500.0
34,2016-08-26,140.889999,141.929993,138.470001,140.66000400000001,123.58879099999999,6171300.0
35,2016-09-02,140.940002,142.240005,138.75,139.580002,122.639885,2529200.0
36,2016-09-09,138.800003,138.850006,135.899994,137.679993,120.970459,5190000.0
37,2016-09-16,137.08999599999999,138.279999,134.600006,137.869995,121.137398,4271200.0
38,2016-09-23,136.380005,138.229996,133.0,134.770004,118.41363500000001,5304600.0
39,2016-09-30,135.270004,136.059998,132.309998,133.080002,116.92874099999999,4084000.0
40,2016-10-07,133.369995,134.889999,131.83999599999999,133.919998,117.666771,3462100.0
41,2016-10-14,133.970001,134.46000700000002,129.570007,129.779999,114.02925900000001,3443400.0
42,2016-10-21,129.58999599999999,131.259995,128.75,129.279999,113.58993500000001,2924900.0
43,2016-10-28,129.570007,132.369995,129.570007,130.220001,114.415848,3231600.0
44,2016-11-04,130.220001,133.860001,126.66999799999999,127.489998,112.017174,3833400.0
45,2016-11-11,127.019997,130.979996,122.050003,124.849998,110.326973,5911400.0
46,2016-11-18,124.470001,127.660004,123.82,125.58000200000001,110.97204599999999,4537700.0
